hhid14,ethnic_label,n_adults,n_outmig_adults,nelm_d1_deployment,n_adults_in_ind,n_outmig_in_ind,n_male_out,n_female_out,D1_male,D1_female,D1_total_computed
0081041,Java,4,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
0081100,Java,7,0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
0081151,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0081152,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0081200,Java,7,1,0.1428571428571428,7.0,1.0,0.0,1.0,0.0,0.14285714285714285,0.14285714285714285
0081251,Java,1,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
0081252,Java,1,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
0081253,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0081300,Java,6,1,0.1666666666666666,6.0,1.0,1.0,0.0,0.16666666666666666,0.0,0.16666666666666666
0081400,Java,6,1,0.1666666666666666,6.0,1.0,1.0,0.0,0.16666666666666666,0.0,0.16666666666666666
0081441,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0081442,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0081451,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0081500,Java,7,0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
0081531,Java,2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0081541,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0081551,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0081552,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0081600,Java,5,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
0081700,Java,6,0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
0081731,Java,1,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
0081900,Java,6,0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
0081941,Batak,0,0,,,,0.0,0.0,,,
0082000,Java,6,2,0.3333333333333333,6.0,2.0,2.0,0.0,0.3333333333333333,0.0,0.3333333333333333
0082041,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0082052,Java,1,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
0082100,Java,7,0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
0082200,Java,5,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
0082252,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0082253,Java,3,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
0082341,Java,4,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
0082400,Java,7,0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
0082431,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0082441,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0082451,Java,0,0,,,,0.0,0.0,,,
0082500,Java,5,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
0082541,Java,2,1,0.5,2.0,1.0,1.0,0.0,0.5,0.0,0.5
0082600,Java,6,1,0.1666666666666666,6.0,1.0,0.0,1.0,0.0,0.16666666666666666,0.16666666666666666
0082651,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0082700,Java,10,1,0.1,10.0,1.0,0.0,1.0,0.0,0.1,0.1
0082731,Java,5,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
0082741,Java,4,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
0082742,Java,4,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
0082751,Batak,1,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
0082752,Batak,2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0082800,Java,5,1,0.2,5.0,1.0,0.0,1.0,0.0,0.2,0.2
0082851,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0082852,Java,3,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
0082900,Java,10,0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
0082931,Java,3,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
0082941,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0082942,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0082951,Java,3,2,0.6666666666666666,3.0,2.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666
0083000,Java,5,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
0083031,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0083041,Java,5,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
0083042,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0083051,Java,0,0,,,,0.0,0.0,,,
0090100,Batak,8,0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
0090141,Batak,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0090142,Batak,3,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
0090143,Batak,3,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
0090144,Batak,3,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
0090200,Batak,6,1,0.1666666666666666,6.0,1.0,0.0,1.0,0.0,0.16666666666666666,0.16666666666666666
0090241,Batak,2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0090251,Batak,2,1,0.5,2.0,1.0,1.0,0.0,0.5,0.0,0.5
0090331,Batak,6,1,0.1666666666666666,6.0,1.0,1.0,0.0,0.16666666666666666,0.0,0.16666666666666666
0090400,Batak,5,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
0090500,Batak,8,1,0.125,8.0,1.0,0.0,1.0,0.0,0.125,0.125
0090531,Batak,2,1,0.5,2.0,1.0,1.0,0.0,0.5,0.0,0.5
0090541,Batak,2,1,0.5,2.0,1.0,0.0,1.0,0.0,0.5,0.5
0090542,Batak,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0090551,Batak,0,0,,,,0.0,0.0,,,
0090552,Batak,2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0090600,Batak,5,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
0090641,Batak,2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0090700,Java,13,3,0.2307692307692307,13.0,3.0,1.0,2.0,0.07692307692307693,0.15384615384615385,0.23076923076923078
0090741,Java,3,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
0090743,Batak,2,1,0.5,2.0,1.0,0.0,1.0,0.0,0.5,0.5
0090751,Batak,1,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
0090800,Batak,9,1,0.1111111111111111,9.0,1.0,0.0,1.0,0.0,0.1111111111111111,0.1111111111111111
0090842,Batak,3,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
0090900,Batak,6,2,0.3333333333333333,6.0,2.0,1.0,1.0,0.16666666666666666,0.16666666666666666,0.3333333333333333
0091100,Batak,12,0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
0091151,Batak,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0091200,Batak,5,1,0.2,5.0,1.0,1.0,0.0,0.2,0.0,0.2
0091241,Batak,3,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
0091251,Batak,3,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
0091400,Batak,8,1,0.125,8.0,1.0,1.0,0.0,0.125,0.0,0.125
0091500,Batak,7,0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
0091531,Batak,3,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
0091600,Batak,5,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
0091641,Batak,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0091700,Batak,7,0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
0091741,Batak,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0091751,Batak,0,0,,,,0.0,0.0,,,
0091752,Batak,1,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
0091800,Batak,5,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
0091831,Batak,4,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
0091832,Batak,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0091900,Batak,7,0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
0091931,Batak,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0091941,Batak,2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0091942,Batak,5,1,0.2,5.0,1.0,0.0,1.0,0.0,0.2,0.2
0092000,Batak,8,2,0.25,8.0,2.0,1.0,1.0,0.125,0.125,0.25
0092041,Batak,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0092051,Batak,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0092052,Batak,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0092100,Batak,9,1,0.1111111111111111,9.0,1.0,1.0,0.0,0.1111111111111111,0.0,0.1111111111111111
0092141,Batak,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0092151,Batak,1,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
0092200,Batak,8,2,0.25,8.0,2.0,0.0,2.0,0.0,0.25,0.25
0092251,Batak,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0092300,Batak,9,0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
0092341,Batak,1,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
0092342,Batak,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0092400,Batak,6,1,0.1666666666666666,6.0,1.0,1.0,0.0,0.16666666666666666,0.0,0.16666666666666666
0092441,Batak,0,0,,,,0.0,0.0,,,
0092600,Batak,6,0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
0092800,Batak,6,1,0.1666666666666666,6.0,1.0,0.0,1.0,0.0,0.16666666666666666,0.16666666666666666
0092841,Batak,2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0092842,Batak,1,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
0092843,Batak,5,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
0092900,Batak,4,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
0092941,Batak,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0092942,Batak,1,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
0093000,Batak,4,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
0093011,Batak,2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0093041,Batak,4,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
0093053,Batak,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0100300,Batak,3,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
0100521,Batak,3,1,0.3333333333333333,3.0,1.0,0.0,1.0,0.0,0.3333333333333333,0.3333333333333333
0100522,Batak,8,1,0.125,8.0,1.0,1.0,0.0,0.125,0.0,0.125
0100531,Batak,3,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
0100532,Batak,3,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
0100600,Batak,7,0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
0100641,Batak,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0100651,Batak,1,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
0100652,Batak,0,0,,,,0.0,0.0,,,
0100700,Batak,7,1,0.1428571428571428,7.0,1.0,1.0,0.0,0.14285714285714285,0.0,0.14285714285714285
0100741,Batak,2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0100800,Batak,4,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
0100851,Batak,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0101000,Batak,6,1,0.1666666666666666,6.0,1.0,0.0,1.0,0.0,0.16666666666666666,0.16666666666666666
0101031,Batak,2,1,0.5,2.0,1.0,1.0,0.0,0.5,0.0,0.5
0101051,Batak,2,2,1.0,2.0,2.0,1.0,1.0,0.5,0.5,1.0
0101200,Batak,9,0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
0101251,Batak,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0101400,Batak,4,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
0101421,Batak,3,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
0101500,Batak,9,1,0.1111111111111111,9.0,1.0,1.0,0.0,0.1111111111111111,0.0,0.1111111111111111
0101531,Batak,6,0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
0101700,Batak,4,3,0.75,4.0,3.0,1.0,2.0,0.25,0.5,0.75
0101741,Batak,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0101800,Batak,6,1,0.1666666666666666,6.0,1.0,1.0,0.0,0.16666666666666666,0.0,0.16666666666666666
0101851,Batak,0,0,,,,0.0,0.0,,,
0102000,Batak,4,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
0102100,Batak,10,3,0.3,10.0,3.0,2.0,1.0,0.2,0.1,0.30000000000000004
0102121,Batak,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0102131,Batak,2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0102141,Batak,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0102200,Batak,8,0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
0102400,Batak,7,1,0.1428571428571428,7.0,1.0,1.0,0.0,0.14285714285714285,0.0,0.14285714285714285
0102451,Batak,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0102511,Batak,4,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
0102521,Batak,2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0102600,Batak,15,3,0.2,15.0,3.0,1.0,2.0,0.06666666666666667,0.13333333333333333,0.2
0102641,Batak,0,0,,,,0.0,0.0,,,
0102652,Batak,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0102700,Batak,10,1,0.1,10.0,1.0,0.0,1.0,0.0,0.1,0.1
0102751,Batak,1,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
0102752,Batak,0,0,,,,0.0,0.0,,,
0102754,Batak,2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0102800,Batak,3,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
0102900,Batak,6,1,0.1666666666666666,6.0,1.0,1.0,0.0,0.16666666666666666,0.0,0.16666666666666666
0102951,Batak,2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0103000,Batak,7,2,0.2857142857142857,7.0,2.0,0.0,2.0,0.0,0.2857142857142857,0.2857142857142857
0104100,Batak,5,1,0.2,5.0,1.0,1.0,0.0,0.2,0.0,0.2
0104141,Batak,1,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
0104151,Batak,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0104152,Batak,1,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
0104200,Batak,3,1,0.3333333333333333,3.0,1.0,1.0,0.0,0.3333333333333333,0.0,0.3333333333333333
0104300,Batak,9,1,0.1111111111111111,9.0,1.0,1.0,0.0,0.1111111111111111,0.0,0.1111111111111111
0104331,Batak,3,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
0104332,Batak,6,1,0.1666666666666666,6.0,1.0,1.0,0.0,0.16666666666666666,0.0,0.16666666666666666
0104341,Batak,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0104342,Batak,1,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
0104343,Batak,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0104400,Batak,11,1,0.0909090909090909,11.0,1.0,1.0,0.0,0.09090909090909091,0.0,0.09090909090909091
0104441,Batak,3,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
0104442,Batak,1,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
0104443,Batak,6,0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
0104451,Batak,1,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
0104500,Batak,3,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
0104600,Batak,8,1,0.125,8.0,1.0,1.0,0.0,0.125,0.0,0.125
0104621,Batak,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0104622,Batak,3,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
0104631,Batak,2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0104641,Batak,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0104651,Batak,0,0,,,,0.0,0.0,,,
0110100,Batak,5,1,0.2,5.0,1.0,0.0,1.0,0.0,0.2,0.2
0110141,Batak,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0110200,Batak,2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0110231,Batak,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0110300,Batak,3,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
0110341,Batak,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0110400,Batak,5,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
0110431,Batak,4,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
0110441,Batak,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0110442,Batak,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0110500,Batak,4,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
0110551,Batak,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0110600,Batak,5,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
0110641,Batak,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0110700,Batak,2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0110800,Batak,6,0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
0110900,Batak,5,1,0.2,5.0,1.0,0.0,1.0,0.0,0.2,0.2
0111000,Batak,6,1,0.1666666666666666,6.0,1.0,0.0,1.0,0.0,0.16666666666666666,0.16666666666666666
0111051,Batak,2,1,0.5,2.0,1.0,0.0,1.0,0.0,0.5,0.5
0111100,Batak,6,1,0.1666666666666666,6.0,1.0,0.0,1.0,0.0,0.16666666666666666,0.16666666666666666
0111141,Batak,2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0111152,Batak,2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0111200,Batak,5,2,0.4,5.0,2.0,2.0,0.0,0.4,0.0,0.4
0111251,Batak,4,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
0111252,Batak,5,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
0111300,Batak,5,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
0111341,Batak,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0111351,Batak,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0111400,Batak,3,1,0.3333333333333333,3.0,1.0,0.0,1.0,0.0,0.3333333333333333,0.3333333333333333
0111500,Batak,8,2,0.25,8.0,2.0,0.0,2.0,0.0,0.25,0.25
0111512,Batak,0,0,,,,0.0,0.0,,,
0111541,Batak,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0111542,Java,5,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
0111600,Batak,3,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
0111700,Batak,7,0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
0111731,Batak,2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0111741,Batak,2,1,0.5,2.0,1.0,0.0,1.0,0.0,0.5,0.5
0111742,Batak,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0111900,Batak,4,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
0112000,Batak,2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0112100,Batak,6,1,0.1666666666666666,6.0,1.0,1.0,0.0,0.16666666666666666,0.0,0.16666666666666666
0112200,Batak,2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0112241,Batak,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0112300,Batak,7,0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
0112341,Batak,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0112351,Batak,0,0,,,,0.0,0.0,,,
0112400,Batak,9,0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
0112451,Batak,1,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
0112500,Batak,4,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
0112542,Batak,2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0112600,Batak,6,1,0.1666666666666666,6.0,1.0,1.0,0.0,0.16666666666666666,0.0,0.16666666666666666
0112632,Batak,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0112651,Batak,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0112653,Batak,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0112700,Batak,5,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
0112741,Batak,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0120100,Batak,6,3,0.5,6.0,3.0,2.0,1.0,0.3333333333333333,0.16666666666666666,0.5
0120200,Java,5,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
0120241,Java,5,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
0120300,Batak,5,2,0.4,5.0,2.0,2.0,0.0,0.4,0.0,0.4
0120400,Batak,8,0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
0120441,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0120442,Batak,1,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
0120443,Batak,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0120451,Batak,1,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
0120500,Java,5,2,0.4,5.0,2.0,2.0,0.0,0.4,0.0,0.4
0120600,Java,6,2,0.3333333333333333,6.0,2.0,1.0,1.0,0.16666666666666666,0.16666666666666666,0.3333333333333333
0120651,Java,2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0120700,Java,6,0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
0120741,Minang,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0120742,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0120952,Batak,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0121200,Batak,4,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
0121241,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0121251,Batak,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0121300,Java,9,1,0.1111111111111111,9.0,1.0,1.0,0.0,0.1111111111111111,0.0,0.1111111111111111
0121351,Java,2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0121352,Batak,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0121400,Java,10,2,0.2,10.0,2.0,0.0,2.0,0.0,0.2,0.2
0121432,Java,3,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
0121433,Batak,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0121434,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0121451,Java,1,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
0121452,Batak,4,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
0121500,Batak,5,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
0121600,Java,13,0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
0121651,Java,0,0,,,,0.0,0.0,,,
0121652,Java,1,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
0121653,Java,1,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
0121700,Java,6,0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
0121751,Java,2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0121800,Java,6,0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
0121831,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0121900,Java,14,0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
0121931,Java,3,1,0.3333333333333333,3.0,1.0,0.0,1.0,0.0,0.3333333333333333,0.3333333333333333
0121941,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0121951,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0121952,Java,1,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
0130100,Java,6,3,0.5,6.0,3.0,0.0,3.0,0.0,0.5,0.5
0130151,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0130152,Batak,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0130200,Java,6,0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
0130241,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0130252,Java,1,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
0130400,Java,4,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
0130500,Java,5,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
0130531,Java,11,0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
0130541,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0130600,Java,4,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
0130651,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0130700,Java,8,0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
